Gene	Vogelstein	COSMIC_CGC	OncoKB	IntOGen
BG_04389	0	0	0	0
BG_04390	0	0	0	0
BG_04391	0	0	0	0
BG_04392	0	0	0	0
BG_04393	0	0	0	0
BG_04394	0	0	0	0
BG_04395	0	0	0	0
BG_04396	0	0	0	0
BG_04397	0	0	0	0
BG_04398	0	0	0	0
BG_04399	0	0	0	0
BG_04400	0	0	0	0
BG_04401	0	0	0	0
BG_04402	0	0	0	0
BG_04403	0	0	0	0
BG_04404	0	0	0	0
BG_04405	0	0	0	0
BG_04406	0	0	0	0
BG_04407	0	0	0	0
BG_04408	0	0	0	0
BG_04409	0	0	0	0
BG_04410	0	0	0	0
BG_04411	0	0	0	0
BG_04412	0	0	0	0
BG_04413	0	0	0	0
BG_04414	0	0	0	0
BG_04415	0	0	0	0
BG_04416	0	0	0	0
BG_04417	0	0	0	0
BG_04418	0	0	0	0
BG_04419	0	0	0	0
BG_04420	0	0	0	0
BG_04421	0	0	0	0
BG_04422	0	0	0	0
BG_04423	0	0	0	0
BG_04424	0	0	0	0
BG_04425	0	0	0	0
BG_04426	0	0	0	0
BG_04427	0	0	0	0
BG_04428	0	0	0	0
BG_04429	0	0	0	0
BG_04430	0	0	0	0
BG_04431	0	0	0	0
BG_04432	0	0	0	0
BG_04433	0	0	0	0
BG_04434	0	0	0	0
BG_04435	0	0	0	0
BG_04436	0	0	0	0
BG_04437	0	0	0	0
BG_04438	0	0	0	0
BG_04439	0	0	0	0
BG_04440	0	0	0	0
BG_04441	0	0	0	0
BG_04442	0	0	0	0
BG_04443	0	0	0	0
BG_04444	0	0	0	0
BG_04445	0	0	0	0
BG_04446	0	0	0	0
BG_04447	0	0	0	0
BG_04448	0	0	0	0
BG_04449	0	0	0	0
BG_04450	0	0	0	0
BG_04451	0	0	0	0
BG_04452	0	0	0	0
BG_04453	0	0	0	0
BG_04454	0	0	0	0
BG_04455	0	0	0	0
BG_04456	0	0	0	0
BG_04457	0	0	0	0
BG_04458	0	0	0	0
BG_04459	0	0	0	0
BG_04460	0	0	0	0
BG_04461	0	0	0	0
BG_04462	0	0	0	0
BG_04463	0	0	0	0
BG_04464	0	0	0	0
BG_04465	0	0	0	0
BG_04466	0	0	0	0
BG_04467	0	0	0	0
BG_04468	0	0	0	0
BG_04469	0	0	0	0
BG_04470	0	0	0	0
BG_04471	0	0	0	0
BG_04472	0	0	0	0
BG_04473	0	0	0	0
BG_04474	0	0	0	0
BG_04475	0	0	0	0
BG_04476	0	0	0	0
BG_04477	0	0	0	0
BG_04478	0	0	0	0
BG_04479	0	0	0	0
BG_04480	0	0	0	0
BG_04481	0	0	0	0
BG_04482	0	0	0	0
BG_04483	0	0	0	0
BG_04484	0	0	0	0
BG_04485	0	0	0	0
BG_04486	0	0	0	0
BG_04487	0	0	0	0
BG_04488	0	0	0	0
BG_04489	0	0	0	0
BG_04490	0	0	0	0
BG_04491	0	0	0	0
BG_04492	0	0	0	0
BG_04493	0	0	0	0
BG_04494	0	0	0	0
BG_04495	0	0	0	0
BG_04496	0	0	0	0
BG_04497	0	0	0	0
BG_04498	0	0	0	0
BG_04499	0	0	0	0
BG_04500	0	0	0	0
BG_04501	0	0	0	0
BG_04502	0	0	0	0
BG_04503	0	0	0	0
BG_04504	0	0	0	0
BG_04505	0	0	0	0
BG_04506	0	0	0	0
BG_04507	0	0	0	0
BG_04508	0	0	0	0
BG_04509	0	0	0	0
BG_04510	0	0	0	0
BG_04511	0	0	0	0
BG_04512	0	0	0	0
BG_04513	0	0	0	0
BG_04514	0	0	0	0
BG_04515	0	0	0	0
BG_04516	0	0	0	0
BG_04517	0	0	0	0
BG_04518	0	0	0	0
BG_04519	0	0	0	0
BG_04520	0	0	0	0
BG_04521	0	0	0	0
BG_04522	0	0	0	0
BG_04523	0	0	0	0
BG_04524	0	0	0	0
BG_04525	0	0	0	0
BG_04526	0	0	0	0
BG_04527	0	0	0	0
BG_04528	0	0	0	0
BG_04529	0	0	0	0
BG_04530	0	0	0	0
BG_04531	0	0	0	0
BG_04532	0	0	0	0
BG_04533	0	0	0	0
BG_04534	0	0	0	0
BG_04535	0	0	0	0
BG_04536	0	0	0	0
BG_04537	0	0	0	0
BG_04538	0	0	0	0
BG_04539	0	0	0	0
BG_04540	0	0	0	0
BG_04541	0	0	0	0
BG_04542	0	0	0	0
BG_04543	0	0	0	0
BG_04544	0	0	0	0
BG_04545	0	0	0	0
BG_04546	0	0	0	0
BG_04547	0	0	0	0
BG_04548	0	0	0	0
BG_04549	0	0	0	0
BG_04550	0	0	0	0
BG_04551	0	0	0	0
BG_04552	0	0	0	0
BG_04553	0	0	0	0
BG_04554	0	0	0	0
BG_04555	0	0	0	0
BG_04556	0	0	0	0
BG_04557	0	0	0	0
BG_04558	0	0	0	0
BG_04559	0	0	0	0
BG_04560	0	0	0	0
BG_04561	0	0	0	0
BG_04562	0	0	0	0
BG_04563	0	0	0	0
BG_04564	0	0	0	0
BG_04565	0	0	0	0
BG_04566	0	0	0	0
BG_04567	0	0	0	0
BG_04568	0	0	0	0
BG_04569	0	0	0	0
BG_04570	0	0	0	0
BG_04571	0	0	0	0
BG_04572	0	0	0	0
BG_04573	0	0	0	0
BG_04574	0	0	0	0
BG_04575	0	0	0	0
BG_04576	0	0	0	0
BG_04577	0	0	0	0
BG_04578	0	0	0	0
BG_04579	0	0	0	0
BG_04580	0	0	0	0
BG_04581	0	0	0	0
BG_04582	0	0	0	0
BG_04583	0	0	0	0
BG_04584	0	0	0	0
BG_04585	0	0	0	0
BG_04586	0	0	0	0
BG_04587	0	0	0	0
BG_04588	0	0	0	0
BG_04589	0	0	0	0
BG_04590	0	0	0	0
BG_04591	0	0	0	0
BG_04592	0	0	0	0
BG_04593	0	0	0	0
BG_04594	0	0	0	0
BG_04595	0	0	0	0
BG_04596	0	0	0	0
BG_04597	0	0	0	0
BG_04598	0	0	0	0
BG_04599	0	0	0	0
BG_04600	0	0	0	0
BG_04601	0	0	0	0
BG_04602	0	0	0	0
BG_04603	0	0	0	0
BG_04604	0	0	0	0
BG_04605	0	0	0	0
BG_04606	0	0	0	0
BG_04607	0	0	0	0
BG_04608	0	0	0	0
BG_04609	0	0	0	0
BG_04610	0	0	0	0
BG_04611	0	0	0	0
BG_04612	0	0	0	0
BG_04613	0	0	0	0
BG_04614	0	0	0	0
BG_04615	0	0	0	0
BG_04616	0	0	0	0
BG_04617	0	0	0	0
BG_04618	0	0	0	0
BG_04619	0	0	0	0
BG_04620	0	0	0	0
BG_04621	0	0	0	0
BG_04622	0	0	0	0
BG_04623	0	0	0	0
BG_04624	0	0	0	0
BG_04625	0	0	0	0
BG_04626	0	0	0	0
BG_04627	0	0	0	0
BG_04628	0	0	0	0
BG_04629	0	0	0	0
BG_04630	0	0	0	0
BG_04631	0	0	0	0
BG_04632	0	0	0	0
BG_04633	0	0	0	0
BG_04634	0	0	0	0
BG_04635	0	0	0	0
BG_04636	0	0	0	0
BG_04637	0	0	0	0
BG_04638	0	0	0	0
BG_04639	0	0	0	0
BG_04640	0	0	0	0
BG_04641	0	0	0	0
BG_04642	0	0	0	0
BG_04643	0	0	0	0
BG_04644	0	0	0	0
BG_04645	0	0	0	0
BG_04646	0	0	0	0
BG_04647	0	0	0	0
BG_04648	0	0	0	0
BG_04649	0	0	0	0
BG_04650	0	0	0	0
BG_04651	0	0	0	0
BG_04652	0	0	0	0
BG_04653	0	0	0	0
BG_04654	0	0	0	0
BG_04655	0	0	0	0
BG_04656	0	0	0	0
BG_04657	0	0	0	0
BG_04658	0	0	0	0
BG_04659	0	0	0	0
BG_04660	0	0	0	0
BG_04661	0	0	0	0
BG_04662	0	0	0	0
BG_04663	0	0	0	0
BG_04664	0	0	0	0
BG_04665	0	0	0	0
BG_04666	0	0	0	0
BG_04667	0	0	0	0
BG_04668	0	0	0	0
BG_04669	0	0	0	0
BG_04670	0	0	0	0
BG_04671	0	0	0	0
BG_04672	0	0	0	0
BG_04673	0	0	0	0
BG_04674	0	0	0	0
BG_04675	0	0	0	0
BG_04676	0	0	0	0
BG_04677	0	0	0	0
BG_04678	0	0	0	0
BG_04679	0	0	0	0
BG_04680	0	0	0	0
BG_04681	0	0	0	0
BG_04682	0	0	0	0
BG_04683	0	0	0	0
BG_04684	0	0	0	0
BG_04685	0	0	0	0
BG_04686	0	0	0	0
BG_04687	0	0	0	0
BG_04688	0	0	0	0
BG_04689	0	0	0	0
BG_04690	0	0	0	0
BG_04691	0	0	0	0
BG_04692	0	0	0	0
BG_04693	0	0	0	0
BG_04694	0	0	0	0
BG_04695	0	0	0	0
BG_04696	0	0	0	0
BG_04697	0	0	0	0
BG_04698	0	0	0	0
BG_04699	0	0	0	0
BG_04700	0	0	0	0
BG_04701	0	0	0	0
BG_04702	0	0	0	0
BG_04703	0	0	0	0
BG_04704	0	0	0	0
BG_04705	0	0	0	0
BG_04706	0	0	0	0
BG_04707	0	0	0	0
BG_04708	0	0	0	0
BG_04709	0	0	0	0
BG_04710	0	0	0	0
BG_04711	0	0	0	0
BG_04712	0	0	0	0
BG_04713	0	0	0	0
BG_04714	0	0	0	0
BG_04715	0	0	0	0
BG_04716	0	0	0	0
BG_04717	0	0	0	0
BG_04718	0	0	0	0
BG_04719	0	0	0	0
BG_04720	0	0	0	0
BG_04721	0	0	0	0
BG_04722	0	0	0	0
BG_04723	0	0	0	0
BG_04724	0	0	0	0
BG_04725	0	0	0	0
BG_04726	0	0	0	0
BG_04727	0	0	0	0
BG_04728	0	0	0	0
BG_04729	0	0	0	0
BG_04730	0	0	0	0
BG_04731	0	0	0	0
BG_04732	0	0	0	0
BG_04733	0	0	0	0
BG_04734	0	0	0	0
BG_04735	0	0	0	0
BG_04736	0	0	0	0
BG_04737	0	0	0	0
BG_04738	0	0	0	0
BG_04739	0	0	0	0
BG_04740	0	0	0	0
BG_04741	0	0	0	0
BG_04742	0	0	0	0
BG_04743	0	0	0	0
BG_04744	0	0	0	0
BG_04745	0	0	0	0
BG_04746	0	0	0	0
BG_04747	0	0	0	0
BG_04748	0	0	0	0
BG_04749	0	0	0	0
BG_04750	0	0	0	0
BG_04751	0	0	0	0
BG_04752	0	0	0	0
BG_04753	0	0	0	0
BG_04754	0	0	0	0
BG_04755	0	0	0	0
BG_04756	0	0	0	0
BG_04757	0	0	0	0
BG_04758	0	0	0	0
BG_04759	0	0	0	0
BG_04760	0	0	0	0
BG_04761	0	0	0	0
BG_04762	0	0	0	0
BG_04763	0	0	0	0
BG_04764	0	0	0	0
BG_04765	0	0	0	0
BG_04766	0	0	0	0
BG_04767	0	0	0	0
BG_04768	0	0	0	0
BG_04769	0	0	0	0
BG_04770	0	0	0	0
BG_04771	0	0	0	0
BG_04772	0	0	0	0
BG_04773	0	0	0	0
BG_04774	0	0	0	0
BG_04775	0	0	0	0
BG_04776	0	0	0	0
BG_04777	0	0	0	0
BG_04778	0	0	0	0
BG_04779	0	0	0	0
BG_04780	0	0	0	0
BG_04781	0	0	0	0
BG_04782	0	0	0	0
BG_04783	0	0	0	0
BG_04784	0	0	0	0
BG_04785	0	0	0	0
BG_04786	0	0	0	0
BG_04787	0	0	0	0
BG_04788	0	0	0	0
BG_04789	0	0	0	0
BG_04790	0	0	0	0
BG_04791	0	0	0	0
BG_04792	0	0	0	0
BG_04793	0	0	0	0
BG_04794	0	0	0	0
BG_04795	0	0	0	0
BG_04796	0	0	0	0
BG_04797	0	0	0	0
BG_04798	0	0	0	0
BG_04799	0	0	0	0
BG_04800	0	0	0	0
BG_04801	0	0	0	0
BG_04802	0	0	0	0
BG_04803	0	0	0	0
BG_04804	0	0	0	0
BG_04805	0	0	0	0
BG_04806	0	0	0	0
BG_04807	0	0	0	0
BG_04808	0	0	0	0
BG_04809	0	0	0	0
BG_04810	0	0	0	0
BG_04811	0	0	0	0
BG_04812	0	0	0	0
BG_04813	0	0	0	0
BG_04814	0	0	0	0
BG_04815	0	0	0	0
BG_04816	0	0	0	0
BG_04817	0	0	0	0
BG_04818	0	0	0	0
BG_04819	0	0	0	0
BG_04820	0	0	0	0
BG_04821	0	0	0	0
BG_04822	0	0	0	0
BG_04823	0	0	0	0
BG_04824	0	0	0	0
BG_04825	0	0	0	0
BG_04826	0	0	0	0
BG_04827	0	0	0	0
BG_04828	0	0	0	0
BG_04829	0	0	0	0
BG_04830	0	0	0	0
BG_04831	0	0	0	0
BG_04832	0	0	0	0
BG_04833	0	0	0	0
BG_04834	0	0	0	0
BG_04835	0	0	0	0
BG_04836	0	0	0	0
BG_04837	0	0	0	0
BG_04838	0	0	0	0
BG_04839	0	0	0	0
BG_04840	0	0	0	0
BG_04841	0	0	0	0
BG_04842	0	0	0	0
BG_04843	0	0	0	0
BG_04844	0	0	0	0
BG_04845	0	0	0	0
BG_04846	0	0	0	0
BG_04847	0	0	0	0
BG_04848	0	0	0	0
BG_04849	0	0	0	0
BG_04850	0	0	0	0
BG_04851	0	0	0	0
BG_04852	0	0	0	0
BG_04853	0	0	0	0
BG_04854	0	0	0	0
BG_04855	0	0	0	0
BG_04856	0	0	0	0
BG_04857	0	0	0	0
BG_04858	0	0	0	0
BG_04859	0	0	0	0
BG_04860	0	0	0	0
BG_04861	0	0	0	0
BG_04862	0	0	0	0
BG_04863	0	0	0	0
BG_04864	0	0	0	0
BG_04865	0	0	0	0
BG_04866	0	0	0	0
BG_04867	0	0	0	0
BG_04868	0	0	0	0
BG_04869	0	0	0	0
BG_04870	0	0	0	0
BG_04871	0	0	0	0
BG_04872	0	0	0	0
BG_04873	0	0	0	0
BG_04874	0	0	0	0
BG_04875	0	0	0	0
BG_04876	0	0	0	0
BG_04877	0	0	0	0
BG_04878	0	0	0	0
BG_04879	0	0	0	0
BG_04880	0	0	0	0
BG_04881	0	0	0	0
BG_04882	0	0	0	0
BG_04883	0	0	0	0
BG_04884	0	0	0	0
BG_04885	0	0	0	0
BG_04886	0	0	0	0
BG_04887	0	0	0	0
BG_04888	0	0	0	0
BG_04889	0	0	0	0
BG_04890	0	0	0	0
BG_04891	0	0	0	0
BG_04892	0	0	0	0
BG_04893	0	0	0	0
BG_04894	0	0	0	0
BG_04895	0	0	0	0
BG_04896	0	0	0	0
BG_04897	0	0	0	0
BG_04898	0	0	0	0
BG_04899	0	0	0	0
BG_04900	0	0	0	0
BG_04901	0	0	0	0
BG_04902	0	0	0	0
BG_04903	0	0	0	0
BG_04904	0	0	0	0
BG_04905	0	0	0	0
BG_04906	0	0	0	0
BG_04907	0	0	0	0
BG_04908	0	0	0	0
BG_04909	0	0	0	0
BG_04910	0	0	0	0
BG_04911	0	0	0	0
BG_04912	0	0	0	0
BG_04913	0	0	0	0
BG_04914	0	0	0	0
BG_04915	0	0	0	0
BG_04916	0	0	0	0
BG_04917	0	0	0	0
BG_04918	0	0	0	0
BG_04919	0	0	0	0
BG_04920	0	0	0	0
BG_04921	0	0	0	0
BG_04922	0	0	0	0
BG_04923	0	0	0	0
BG_04924	0	0	0	0
BG_04925	0	0	0	0
BG_04926	0	0	0	0
BG_04927	0	0	0	0
BG_04928	0	0	0	0
BG_04929	0	0	0	0
BG_04930	0	0	0	0
BG_04931	0	0	0	0
BG_04932	0	0	0	0
BG_04933	0	0	0	0
BG_04934	0	0	0	0
BG_04935	0	0	0	0
BG_04936	0	0	0	0
BG_04937	0	0	0	0
BG_04938	0	0	0	0
BG_04939	0	0	0	0
BG_04940	0	0	0	0
BG_04941	0	0	0	0
BG_04942	0	0	0	0
BG_04943	0	0	0	0
BG_04944	0	0	0	0
BG_04945	0	0	0	0
BG_04946	0	0	0	0
BG_04947	0	0	0	0
BG_04948	0	0	0	0
BG_04949	0	0	0	0
BG_04950	0	0	0	0
BG_04951	0	0	0	0
BG_04952	0	0	0	0
BG_04953	0	0	0	0
BG_04954	0	0	0	0
BG_04955	0	0	0	0
BG_04956	0	0	0	0
BG_04957	0	0	0	0
BG_04958	0	0	0	0
BG_04959	0	0	0	0
BG_04960	0	0	0	0
BG_04961	0	0	0	0
BG_04962	0	0	0	0
BG_04963	0	0	0	0
BG_04964	0	0	0	0
BG_04965	0	0	0	0
BG_04966	0	0	0	0
BG_04967	0	0	0	0
BG_04968	0	0	0	0
BG_04969	0	0	0	0
BG_04970	0	0	0	0
BG_04971	0	0	0	0
BG_04972	0	0	0	0
BG_04973	0	0	0	0
BG_04974	0	0	0	0
BG_04975	0	0	0	0
BG_04976	0	0	0	0
BG_04977	0	0	0	0
BG_04978	0	0	0	0
BG_04979	0	0	0	0
BG_04980	0	0	0	0
BG_04981	0	0	0	0
BG_04982	0	0	0	0
BG_04983	0	0	0	0
BG_04984	0	0	0	0
BG_04985	0	0	0	0
BG_04986	0	0	0	0
BG_04987	0	0	0	0
BG_04988	0	0	0	0
BG_04989	0	0	0	0
BG_04990	0	0	0	0
BG_04991	0	0	0	0
BG_04992	0	0	0	0
BG_04993	0	0	0	0
BG_04994	0	0	0	0
BG_04995	0	0	0	0
BG_04996	0	0	0	0
BG_04997	0	0	0	0
BG_04998	0	0	0	0
BG_04999	0	0	0	0
BG_05000	0	0	0	0
BG_05001	0	0	0	0
BG_05002	0	0	0	0
BG_05003	0	0	0	0
BG_05004	0	0	0	0
BG_05005	0	0	0	0
BG_05006	0	0	0	0
BG_05007	0	0	0	0
BG_05008	0	0	0	0
BG_05009	0	0	0	0
BG_05010	0	0	0	0
BG_05011	0	0	0	0
BG_05012	0	0	0	0
BG_05013	0	0	0	0
BG_05014	0	0	0	0
BG_05015	0	0	0	0
BG_05016	0	0	0	0
BG_05017	0	0	0	0
BG_05018	0	0	0	0
BG_05019	0	0	0	0
BG_05020	0	0	0	0
BG_05021	0	0	0	0
BG_05022	0	0	0	0
BG_05023	0	0	0	0
BG_05024	0	0	0	0
BG_05025	0	0	0	0
BG_05026	0	0	0	0
BG_05027	0	0	0	0
BG_05028	0	0	0	0
BG_05029	0	0	0	0
BG_05030	0	0	0	0
BG_05031	0	0	0	0
BG_05032	0	0	0	0
BG_05033	0	0	0	0
BG_05034	0	0	0	0
BG_05035	0	0	0	0
BG_05036	0	0	0	0
BG_05037	0	0	0	0
BG_05038	0	0	0	0
BG_05039	0	0	0	0
BG_05040	0	0	0	0
BG_05041	0	0	0	0
BG_05042	0	0	0	0
BG_05043	0	0	0	0
BG_05044	0	0	0	0
BG_05045	0	0	0	0
BG_05046	0	0	0	0
BG_05047	0	0	0	0
BG_05048	0	0	0	0
BG_05049	0	0	0	0
BG_05050	0	0	0	0
BG_05051	0	0	0	0
BG_05052	0	0	0	0
BG_05053	0	0	0	0
BG_05054	0	0	0	0
BG_05055	0	0	0	0
BG_05056	0	0	0	0
BG_05057	0	0	0	0
BG_05058	0	0	0	0
BG_05059	0	0	0	0
BG_05060	0	0	0	0
BG_05061	0	0	0	0
BG_05062	0	0	0	0
BG_05063	0	0	0	0
BG_05064	0	0	0	0
BG_05065	0	0	0	0
BG_05066	0	0	0	0
BG_05067	0	0	0	0
BG_05068	0	0	0	0
BG_05069	0	0	0	0
BG_05070	0	0	0	0
BG_05071	0	0	0	0
BG_05072	0	0	0	0
BG_05073	0	0	0	0
BG_05074	0	0	0	0
BG_05075	0	0	0	0
BG_05076	0	0	0	0
BG_05077	0	0	0	0
BG_05078	0	0	0	0
BG_05079	0	0	0	0
BG_05080	0	0	0	0
BG_05081	0	0	0	0
BG_05082	0	0	0	0
BG_05083	0	0	0	0
BG_05084	0	0	0	0
BG_05085	0	0	0	0
BG_05086	0	0	0	0
BG_05087	0	0	0	0
BG_05088	0	0	0	0
BG_05089	0	0	0	0
BG_05090	0	0	0	0
BG_05091	0	0	0	0
BG_05092	0	0	0	0
BG_05093	0	0	0	0
BG_05094	0	0	0	0
BG_05095	0	0	0	0
BG_05096	0	0	0	0
BG_05097	0	0	0	0
BG_05098	0	0	0	0
BG_05099	0	0	0	0
BG_05100	0	0	0	0
BG_05101	0	0	0	0
BG_05102	0	0	0	0
BG_05103	0	0	0	0
BG_05104	0	0	0	0
BG_05105	0	0	0	0
BG_05106	0	0	0	0
BG_05107	0	0	0	0
BG_05108	0	0	0	0
BG_05109	0	0	0	0
BG_05110	0	0	0	0
BG_05111	0	0	0	0
BG_05112	0	0	0	0
BG_05113	0	0	0	0
BG_05114	0	0	0	0
BG_05115	0	0	0	0
BG_05116	0	0	0	0
BG_05117	0	0	0	0
BG_05118	0	0	0	0
BG_05119	0	0	0	0
BG_05120	0	0	0	0
BG_05121	0	0	0	0
BG_05122	0	0	0	0
BG_05123	0	0	0	0
BG_05124	0	0	0	0
BG_05125	0	0	0	0
BG_05126	0	0	0	0
BG_05127	0	0	0	0
BG_05128	0	0	0	0
BG_05129	0	0	0	0
BG_05130	0	0	0	0
BG_05131	0	0	0	0
BG_05132	0	0	0	0
BG_05133	0	0	0	0
BG_05134	0	0	0	0
BG_05135	0	0	0	0
BG_05136	0	0	0	0
BG_05137	0	0	0	0
BG_05138	0	0	0	0
BG_05139	0	0	0	0
BG_05140	0	0	0	0
BG_05141	0	0	0	0
BG_05142	0	0	0	0
BG_05143	0	0	0	0
BG_05144	0	0	0	0
BG_05145	0	0	0	0
BG_05146	0	0	0	0
BG_05147	0	0	0	0
BG_05148	0	0	0	0
BG_05149	0	0	0	0
BG_05150	0	0	0	0
BG_05151	0	0	0	0
BG_05152	0	0	0	0
BG_05153	0	0	0	0
BG_05154	0	0	0	0
BG_05155	0	0	0	0
BG_05156	0	0	0	0
BG_05157	0	0	0	0
BG_05158	0	0	0	0
BG_05159	0	0	0	0
BG_05160	0	0	0	0
BG_05161	0	0	0	0
BG_05162	0	0	0	0
BG_05163	0	0	0	0
BG_05164	0	0	0	0
BG_05165	0	0	0	0
BG_05166	0	0	0	0
BG_05167	0	0	0	0
BG_05168	0	0	0	0
BG_05169	0	0	0	0
BG_05170	0	0	0	0
BG_05171	0	0	0	0
BG_05172	0	0	0	0
BG_05173	0	0	0	0
BG_05174	0	0	0	0
BG_05175	0	0	0	0
BG_05176	0	0	0	0
BG_05177	0	0	0	0
BG_05178	0	0	0	0
BG_05179	0	0	0	0
BG_05180	0	0	0	0
BG_05181	0	0	0	0
BG_05182	0	0	0	0
BG_05183	0	0	0	0
BG_05184	0	0	0	0
BG_05185	0	0	0	0
BG_05186	0	0	0	0
BG_05187	0	0	0	0
BG_05188	0	0	0	0
BG_05189	0	0	0	0
BG_05190	0	0	0	0
BG_05191	0	0	0	0
BG_05192	0	0	0	0
BG_05193	0	0	0	0
BG_05194	0	0	0	0
BG_05195	0	0	0	0
BG_05196	0	0	0	0
BG_05197	0	0	0	0
BG_05198	0	0	0	0
BG_05199	0	0	0	0
BG_05200	0	0	0	0
BG_05201	0	0	0	0
BG_05202	0	0	0	0
BG_05203	0	0	0	0
BG_05204	0	0	0	0
BG_05205	0	0	0	0
BG_05206	0	0	0	0
BG_05207	0	0	0	0
BG_05208	0	0	0	0
BG_05209	0	0	0	0
BG_05210	0	0	0	0
BG_05211	0	0	0	0
BG_05212	0	0	0	0
BG_05213	0	0	0	0
BG_05214	0	0	0	0
BG_05215	0	0	0	0
BG_05216	0	0	0	0
BG_05217	0	0	0	0
BG_05218	0	0	0	0
BG_05219	0	0	0	0
BG_05220	0	0	0	0
BG_05221	0	0	0	0
BG_05222	0	0	0	0
BG_05223	0	0	0	0
BG_05224	0	0	0	0
BG_05225	0	0	0	0
BG_05226	0	0	0	0
BG_05227	0	0	0	0
BG_05228	0	0	0	0
BG_05229	0	0	0	0
BG_05230	0	0	0	0
BG_05231	0	0	0	0
BG_05232	0	0	0	0
BG_05233	0	0	0	0
BG_05234	0	0	0	0
BG_05235	0	0	0	0
BG_05236	0	0	0	0
BG_05237	0	0	0	0
BG_05238	0	0	0	0
BG_05239	0	0	0	0
BG_05240	0	0	0	0
BG_05241	0	0	0	0
BG_05242	0	0	0	0
BG_05243	0	0	0	0
BG_05244	0	0	0	0
BG_05245	0	0	0	0
BG_05246	0	0	0	0
BG_05247	0	0	0	0
BG_05248	0	0	0	0
BG_05249	0	0	0	0
BG_05250	0	0	0	0
BG_05251	0	0	0	0
BG_05252	0	0	0	0
BG_05253	0	0	0	0
BG_05254	0	0	0	0
BG_05255	0	0	0	0
BG_05256	0	0	0	0
BG_05257	0	0	0	0
BG_05258	0	0	0	0
BG_05259	0	0	0	0
BG_05260	0	0	0	0
BG_05261	0	0	0	0
BG_05262	0	0	0	0
BG_05263	0	0	0	0
BG_05264	0	0	0	0
BG_05265	0	0	0	0
BG_05266	0	0	0	0
BG_05267	0	0	0	0
BG_05268	0	0	0	0
BG_05269	0	0	0	0
BG_05270	0	0	0	0
BG_05271	0	0	0	0
BG_05272	0	0	0	0
BG_05273	0	0	0	0
BG_05274	0	0	0	0
BG_05275	0	0	0	0
BG_05276	0	0	0	0
BG_05277	0	0	0	0
BG_05278	0	0	0	0
BG_05279	0	0	0	0
BG_05280	0	0	0	0
BG_05281	0	0	0	0
BG_05282	0	0	0	0
BG_05283	0	0	0	0
BG_05284	0	0	0	0
BG_05285	0	0	0	0
BG_05286	0	0	0	0
BG_05287	0	0	0	0
BG_05288	0	0	0	0
BG_05289	0	0	0	0
BG_05290	0	0	0	0
BG_05291	0	0	0	0
BG_05292	0	0	0	0
BG_05293	0	0	0	0
BG_05294	0	0	0	0
BG_05295	0	0	0	0
BG_05296	0	0	0	0
BG_05297	0	0	0	0
BG_05298	0	0	0	0
BG_05299	0	0	0	0
BG_05300	0	0	0	0
BG_05301	0	0	0	0
BG_05302	0	0	0	0
BG_05303	0	0	0	0
BG_05304	0	0	0	0
BG_05305	0	0	0	0
BG_05306	0	0	0	0
BG_05307	0	0	0	0
BG_05308	0	0	0	0
BG_05309	0	0	0	0
BG_05310	0	0	0	0
BG_05311	0	0	0	0
BG_05312	0	0	0	0
BG_05313	0	0	0	0
BG_05314	0	0	0	0
BG_05315	0	0	0	0
BG_05316	0	0	0	0
BG_05317	0	0	0	0
BG_05318	0	0	0	0
BG_05319	0	0	0	0
BG_05320	0	0	0	0
BG_05321	0	0	0	0
BG_05322	0	0	0	0
BG_05323	0	0	0	0
BG_05324	0	0	0	0
BG_05325	0	0	0	0
BG_05326	0	0	0	0
BG_05327	0	0	0	0
BG_05328	0	0	0	0
BG_05329	0	0	0	0
BG_05330	0	0	0	0
BG_05331	0	0	0	0
BG_05332	0	0	0	0
BG_05333	0	0	0	0
BG_05334	0	0	0	0
BG_05335	0	0	0	0
BG_05336	0	0	0	0
BG_05337	0	0	0	0
BG_05338	0	0	0	0
BG_05339	0	0	0	0
BG_05340	0	0	0	0
BG_05341	0	0	0	0
BG_05342	0	0	0	0
BG_05343	0	0	0	0
BG_05344	0	0	0	0
BG_05345	0	0	0	0
BG_05346	0	0	0	0
BG_05347	0	0	0	0
BG_05348	0	0	0	0
BG_05349	0	0	0	0
BG_05350	0	0	0	0
BG_05351	0	0	0	0
BG_05352	0	0	0	0
BG_05353	0	0	0	0
BG_05354	0	0	0	0
BG_05355	0	0	0	0
BG_05356	0	0	0	0
BG_05357	0	0	0	0
BG_05358	0	0	0	0
BG_05359	0	0	0	0
BG_05360	0	0	0	0
BG_05361	0	0	0	0
BG_05362	0	0	0	0
BG_05363	0	0	0	0
BG_05364	0	0	0	0
BG_05365	0	0	0	0
BG_05366	0	0	0	0
BG_05367	0	0	0	0
BG_05368	0	0	0	0
BG_05369	0	0	0	0
BG_05370	0	0	0	0
BG_05371	0	0	0	0
BG_05372	0	0	0	0
BG_05373	0	0	0	0
BG_05374	0	0	0	0
BG_05375	0	0	0	0
BG_05376	0	0	0	0
BG_05377	0	0	0	0
BG_05378	0	0	0	0
BG_05379	0	0	0	0
BG_05380	0	0	0	0
BG_05381	0	0	0	0
BG_05382	0	0	0	0
BG_05383	0	0	0	0
BG_05384	0	0	0	0
BG_05385	0	0	0	0
